FileName, Type, Correct, Partially, Missing, Spurious, Recall, Precision, F1
Giai-tri-choi-game-voi-Acer-Aspire-5739G-score.xml_000F1,Strict,75,11,93,115,0.41899441340782123,0.373134328358209,0.3947368421052632
HP-G42-su-lua-chon-dang-tien-score.xml_000F4,Strict,17,2,13,16,0.53125,0.4857142857142857,0.5074626865671641
HP-ProBook-4420s-diem-sang-cua-dong-ProBook-moi-score.xml_000F7,Strict,36,7,19,73,0.5806451612903226,0.3103448275862069,0.4044943820224719
HP-Veer---smartphone-ti-hon-manh-me-score.xml_000FA,Strict,18,3,32,21,0.33962264150943394,0.42857142857142855,0.3789473684210526
HTC-Touch-Diamond-2-score.xml_000FD,Strict,96,20,104,114,0.43636363636363634,0.41739130434782606,0.42666666666666664
Huyen-thoai-moi---HTC-Legend-score.xml_00100,Strict,17,3,18,11,0.4473684210526316,0.5483870967741935,0.49275362318840576
Kim-cuong-den-HTC-S740-score.xml_00103,Strict,61,3,62,40,0.48412698412698413,0.5865384615384616,0.5304347826086957
L640-laptop-Core-i3-gia-re-cua-Toshiba-score.xml_00106,Strict,13,6,25,20,0.29545454545454547,0.3333333333333333,0.3132530120481928
Lenovo-Y460-ban-nang-cap-gia-tri-score.xml_00109,Strict,13,6,23,17,0.30952380952380953,0.3611111111111111,0.3333333333333333
LG-Mini-GD880-dep-ve-dac-biet-score.xml_0010C,Strict,18,3,18,22,0.46153846153846156,0.4186046511627907,0.4390243902439025
Lifebook-T5010---may-tinh-bang-gia-cao-score.xml_0010F,Strict,74,10,100,87,0.40217391304347827,0.4327485380116959,0.4169014084507042
Loa-di-dong-MD-221-score.xml_00112,Strict,33,1,32,24,0.5,0.5689655172413793,0.532258064516129
Loa-iPod-co-dinh-Microlab-MD331-score.xml_00115,Strict,28,1,18,25,0.5957446808510638,0.5185185185185185,0.5544554455445543
Loa-may-tinh-UCube---nho-ma-co-vo-score.xml_00118,Strict,49,3,58,92,0.44545454545454544,0.3402777777777778,0.38582677165354334
Lumix-DMC-FP3-vua-bam-vua-cham-score.xml_0011B,Strict,45,3,49,48,0.4639175257731959,0.46875,0.46632124352331605
May-anh-tu-suong-Samsung-ST600-score.xml_0011E,Strict,10,1,9,14,0.5,0.4,0.4444444444444445
Nokia-5800-XpressMusic-score.xml_00121,Strict,60,3,57,53,0.5,0.5172413793103449,0.5084745762711865
Nokia-C3---dien-thoai-phong-cach-tre-score.xml_00124,Strict,19,0,24,28,0.4418604651162791,0.40425531914893614,0.4222222222222222
Nokia-N900-dang-tho-nhung-nhanh-nhen-score.xml_00127,Strict,19,4,27,13,0.38,0.5277777777777778,0.4418604651162791
Nokia-N97-Mini-nhieu-cai-tien-score.xml_0012A,Strict,24,6,48,39,0.3076923076923077,0.34782608695652173,0.32653061224489793
Omnia-Pro-B7610---su-lua-chon-hop-ly-score.xml_0012D,Strict,11,5,16,11,0.34375,0.4074074074074074,0.37288135593220334
S2000---dinh-cao-cua-loa-vi-tinh-2-score.xml_00130,Strict,42,2,52,50,0.4375,0.44680851063829785,0.4421052631578947
Samsung-EX1---may-anh-nho-cho-dan-chuyen-nghiep-score.xml_00133,Strict,99,5,141,136,0.40408163265306124,0.4125,0.40824742268041236
Samsung-PS50P91FH---TV-Plasma-Full-HD-gia-hoi-score.xml_00136,Strict,20,2,22,18,0.45454545454545453,0.5,0.47619047619047616
Sennheiser-PXC-310-BT-hay-nhung-dat-score.xml_00139,Strict,12,3,23,25,0.3157894736842105,0.3,0.3076923076923077
Sieu-di-dong-Google-Nexus-One-score.xml_0013C,Strict,22,6,30,19,0.3793103448275862,0.46808510638297873,0.41904761904761906
Sony-Bravia-NX800-vua-khoe-vua-dep-score.xml_0013F,Strict,14,0,26,21,0.35,0.4,0.3733333333333333
Sony-NEX-C3-ban-cai-tien-danh-cho-nu-score.xml_00142,Strict,34,3,31,35,0.5,0.4722222222222222,0.4857142857142857
Sony-TX1-dep-nguoi-dep-net-score.xml_00145,Strict,86,6,120,140,0.4056603773584906,0.3706896551724138,0.38738738738738737
Thu-nghiem-Acer-dung-chip-Pentium-P6000-score.xml_00148,Strict,17,3,32,21,0.3269230769230769,0.4146341463414634,0.3655913978494624
Tong-hop-danh-gia-ve-iPad-score.xml_0014B,Strict,19,2,12,23,0.5757575757575758,0.4318181818181818,0.49350649350649356
Toshiba-Qosmio-X500-giai-tri-manh-me-score.xml_0014E,Strict,23,4,27,20,0.42592592592592593,0.48936170212765956,0.4554455445544554
Touch-3G-hau-due-cua-thien-than-score.xml_00151,Strict,47,6,42,57,0.49473684210526314,0.42727272727272725,0.4585365853658537
TouchSmart-tx2-score.xml_00154,Strict,55,4,49,84,0.5092592592592593,0.38461538461538464,0.4382470119521913
Trai-nghiem-Windows-8-tren-laptop-score.xml_00157,Strict,36,5,16,19,0.631578947368421,0.6,0.6153846153846154
Tren-tay-may-tinh-bang-100-USD-XO-3-score.xml_0015A,Strict,20,3,33,28,0.35714285714285715,0.39215686274509803,0.37383177570093457
Zen-X-Fi-tai-tao-am-thanh-score.xml_0015D,Strict,46,3,63,56,0.4107142857142857,0.4380952380952381,0.423963133640553
Micro,Strict,3707,489,4344,4342,0.41727219515668657, 0.4287127844977193,0.4203073805009842
Macro,Strict,3707,489,4344,4342,0.43407494145199066,0.4341766221597564,0.4341257758519733


Acer-4745-laptop-Core-i3-hap-dan-score.xml_00019,Average,13,3,16,18,0.453125,0.4264705882352941,0.43939393939393934
Acer-Timeline-X-mong-ma-khoe-score.xml_0001C,Average,9,9,11,17,0.46551724137931033,0.38571428571428573,0.42187500000000006
Anh-hung-HTC-Hero-score.xml_0001F,Average,65,6,61,58,0.5151515151515151,0.5271317829457365,0.5210727969348659
Aspire-3935---hoi-tho-moi-cua-Acer-score.xml_00022,Average,64,17,60,61,0.5141843971631206,0.5105633802816901,0.5123674911660777
Asus-Eee-PC-1000HE-score.xml_00025,Average,62,9,47,69,0.5635593220338984,0.475,0.5155038759689922
Asus-P552w-mang-phong-cach-Touch-score.xml_00028,Average,41,7,46,51,0.4734042553191489,0.4494949494949495,0.4611398963730569
Asus-UX30-dep-nhung-chua-khoe-score.xml_0002B,Average,45,6,71,77,0.39344262295081966,0.375,0.384
Asus-W90---laptop-vo-doi-cho-game-thu-score.xml_0002E,Average,79,11,133,119,0.3789237668161435,0.4043062200956938,0.39120370370370366
BlackBerry-Curve-8900-score.xml_00031,Average,76,4,60,59,0.5571428571428572,0.5611510791366906,0.5591397849462366
Cai-nhin-so-bo-ve-Renoir-score.xml_00034,Average,41,2,37,43,0.525,0.4883720930232558,0.5060240963855422
Cam-nhan-ban-dau-ve-HTC-Magic-score.xml_00037,Average,41,4,30,26,0.5733333333333334,0.6056338028169014,0.589041095890411
Canon-HG10-score.xml_0003A,Average,44,4,27,44,0.6133333333333333,0.5,0.5508982035928144
Canon-IXUS-870-IS-day-hua-hen-score.xml_0003D,Average,60,9,91,61,0.403125,0.49615384615384617,0.4448275862068966
Chuyen-gia-giai-tri-Lenovo-IdeaPad-Y530-score.xml_00040,Average,60,4,71,53,0.45925925925925926,0.5299145299145299,0.4920634920634921
Compaq-CQ60-re-nhu-netbook-score.xml_00043,Average,39,4,52,50,0.43157894736842106,0.44086021505376344,0.4361702127659574
Danh-gia-Acer-AS4738-score.xml_00046,Average,9,6,20,15,0.34285714285714286,0.4,0.36923076923076925
Danh-gia-Acer-Iconia-Tab-A500-score.xml_00049,Average,16,5,12,16,0.5606060606060606,0.5,0.5285714285714286
Danh-gia-Acer-Iconia-Tab-W501-score.xml_0004C,Average,13,5,17,14,0.44285714285714284,0.484375,0.4626865671641791
Danh-gia-ampli-NuForce-Icon-HDP-score.xml_0004F,Average,10,1,24,19,0.3,0.35,0.3230769230769231
Danh-gia-Asus-K43E-score.xml_00052,Average,14,6,31,18,0.3333333333333333,0.4473684210526316,0.38202247191011235
Danh-gia-Asus-Zenbook-UX21E-score.xml_00055,Average,15,4,32,24,0.3333333333333333,0.3953488372093023,0.36170212765957444
Danh-gia-BlackBerry-Bold-9790-score.xml_00058,Average,19,6,18,16,0.5116279069767442,0.5365853658536586,0.5238095238095238
Danh-gia-BlackBerry-Tour-score.xml_0005B,Average,53,2,72,57,0.4251968503937008,0.48214285714285715,0.4518828451882846
Danh-gia-Canon-EOS-60D-score.xml_0005E,Average,28,0,26,24,0.5185185185185185,0.5384615384615384,0.5283018867924528
Danh-gia-Canon-Legria-HF-S200-score.xml_00061,Average,7,5,19,13,0.3064516129032258,0.38,0.33928571428571425
Danh-gia-dau-dia-than-Clearaudio-Concept-score.xml_00064,Average,15,2,17,14,0.47058823529411764,0.5161290322580645,0.4923076923076923
Danh-gia-Dell-Vostro-3400-score.xml_00067,Average,10,4,12,11,0.46153846153846156,0.48,0.47058823529411764
